1	0.00167889
2	0.00330194
3	0.00507263
4	0.00654073
5	0.0149761
6	0.0164129
7	0.0245897
8	0.0265175
9	0.0284723
10	0.0303619
11	0.0320388
12	0.03371
13	0.0352676
14	0.0433674
15	0.0512619
16	0.0526439
17	0.0544005
18	0.0558136
19	0.0633253
20	0.0649905
21	0.0721777
22	0.0789877
23	0.0813422
24	0.0838304
25	0.086091
26	0.0924962
27	0.0985625
28	0.101276
29	0.104039
30	0.106485
31	0.108611
32	0.110342
33	0.111634
34	0.112887
35	0.119725
36	0.126333
37	0.127776
38	0.129243
39	0.130491
40	0.131699
41	0.132727
42	0.139296
43	0.140268
44	0.14128
45	0.142041
46	0.148515
47	0.149413
48	0.150211
49	0.151076
50	0.15742
51	0.15816
52	0.158913
53	0.159686
54	0.160368
55	0.166716
56	0.16724
57	0.173309
58	0.174215
59	0.175134
60	0.175866
61	0.176535
62	0.176944
63	0.183103
64	0.183575
65	0.184082
66	0.184486
67	0.19055
68	0.191006
69	0.196771
70	0.19747
71	0.198225
72	0.198864
73	0.199362
74	0.199676
75	0.205553
76	0.205764
77	0.206052
78	0.211741
79	0.212079
80	0.212493
81	0.212818
82	0.218383
83	0.218737
84	0.219101
85	0.219321
86	0.219397
87	0.219399
88	0.219189
89	0.22509
90	0.230769
91	0.230894
92	0.231107
93	0.236322
94	0.236714
95	0.237126
96	0.237429
97	0.242524
98	0.242842
99	0.243157
100	0.24335
101	0.243384
102	0.248632
103	0.248642
104	0.253614
105	0.258183
106	0.258989
107	0.259979
108	0.26074
109	0.261161
110	0.26124
111	0.261075
112	0.260713
113	0.260168
114	0.259529
115	0.265083
116	0.264426
117	0.269755
118	0.274771
119	0.279287
120	0.279762
121	0.280466
122	0.284288
123	0.285018
124	0.288454
125	0.28957
126	0.290557
127	0.293866
128	0.29677
129	0.298443
130	0.300555
131	0.302008
132	0.305019
133	0.305787
134	0.309278
135	0.311288
136	0.312756
137	0.315907
138	0.31624
139	0.316395
140	0.319911
141	0.32008
142	0.320134
143	0.320218
144	0.319794
145	0.319167
146	0.323456
147	0.327489
148	0.327385
149	0.327094
150	0.330642
151	0.333756
152	0.334669
153	0.335218
154	0.335744
155	0.335472
156	0.33903
157	0.338663
158	0.338174
159	0.337818
160	0.337038
161	0.341048
162	0.340234
163	0.339621
164	0.338881
165	0.337814
166	0.336613
167	0.335416
168	0.333994
169	0.338677
170	0.337235
171	0.33599
172	0.340491
173	0.339206
174	0.338184
175	0.337113
176	0.341475
177	0.345566
178	0.344676
179	0.348112
180	0.347706
181	0.347864
182	0.347334
183	0.346991
184	0.350587
185	0.353884
186	0.356502
187	0.357546
188	0.357779
189	0.358436
190	0.357937
191	0.357325
192	0.3564
193	0.355078
194	0.353743
195	0.352448
196	0.356722
197	0.360757
198	0.35983
199	0.359006
200	0.357684
201	0.361381
202	0.360152
203	0.359209
204	0.357961
205	0.356831
206	0.355375
207	0.353999
208	0.352355
209	0.350996
210	0.349204
211	0.35363
212	0.357804
213	0.356488
214	0.35506
215	0.358638
216	0.357436
217	0.356637
218	0.359728
219	0.359637
220	0.3595
221	0.362414
222	0.361884
223	0.360882
224	0.359775
225	0.359377
226	0.358308
227	0.361775
228	0.36489
229	0.367246
230	0.368123
231	0.369301
232	0.370812
233	0.371592
234	0.373121
235	0.373637
236	0.372626
237	0.374699
238	0.374838
239	0.374773
240	0.373232
241	0.372491
242	0.371264
243	0.369824
244	0.368379
245	0.366781
246	0.370721
247	0.368506
248	0.367032
249	0.364861
250	0.363331
251	0.361104
252	0.358854
253	0.357165
254	0.361273
255	0.359692
256	0.363401
257	0.362104
258	0.365162
259	0.364532
260	0.363854
261	0.366295
262	0.368106
263	0.366854
264	0.365738
265	0.366439
266	0.364957
267	0.364691
268	0.362772
269	0.361772
270	0.3643
271	0.36385
272	0.36334
273	0.362138
274	0.364791
275	0.364117
276	0.363414
277	0.362176
278	0.364813
279	0.362507
280	0.36027
281	0.361945
282	0.362647
283	0.360963
284	0.362117
285	0.36333
286	0.363458
287	0.365005
288	0.364127
289	0.361628
290	0.362989
291	0.362819
292	0.362524
293	0.361769
294	0.360655
295	0.35922
296	0.356395
297	0.353557
298	0.351668
299	0.348826
300	0.34684
301	0.34488
302	0.348442
303	0.351185
304	0.350132
305	0.349338
306	0.348411
307	0.349518
308	0.349687
309	0.34726
310	0.347744
311	0.3453
312	0.344959
313	0.342359
314	0.339725
315	0.338468
316	0.338823
317	0.336208
318	0.33514
319	0.333054
320	0.333172
321	0.335471
322	0.332797
323	0.331261
324	0.32848
325	0.325698
326	0.326994
327	0.325516
328	0.324881
329	0.322998
330	0.324877
331	0.325567
332	0.325085
333	0.324275
334	0.32412
335	0.321368
336	0.318629
337	0.317998
338	0.316989
339	0.316514
340	0.315389
341	0.313927
342	0.311634
343	0.312048
344	0.309566
345	0.30712
346	0.306501
347	0.3056
348	0.304927
349	0.303367
350	0.30161
351	0.300131
352	0.298152
353	0.296442
354	0.294649
355	0.292784
356	0.290655
357	0.293056
358	0.290381
359	0.289449
360	0.28784
361	0.287238
362	0.286471
363	0.283868
364	0.282746
365	0.281404
366	0.278819
367	0.276253
368	0.274796
369	0.272263
370	0.270674
371	0.269106
372	0.269837
373	0.268584
374	0.26615
375	0.263755
376	0.263871
377	0.263675
378	0.26132
379	0.259079
380	0.258124
381	0.256365
382	0.254297
383	0.251796
384	0.249519
385	0.247236
386	0.246471
387	0.24421
388	0.24324
389	0.242399
390	0.24016
391	0.23913
392	0.236926
393	0.234747
394	0.233875
395	0.233204
396	0.231423
397	0.229288
398	0.227174
399	0.225198
400	0.224327
401	0.223398
402	0.221665
403	0.21962
404	0.218661
405	0.216643
406	0.215985
407	0.214577
408	0.212595
409	0.21068
410	0.208624
411	0.206677
412	0.206171
413	0.205532
414	0.204165
415	0.20329
416	0.202396
417	0.20101
418	0.20032
419	0.198634
420	0.197957
421	0.196226
422	0.194406
423	0.193733
424	0.192962
425	0.192174
426	0.190389
427	0.189342
428	0.188571
429	0.187809
430	0.186188
431	0.184461
432	0.183702
433	0.182904
434	0.182179
435	0.180484
436	0.179572
437	0.1779
438	0.176955
439	0.176116
440	0.175128
441	0.173494
442	0.171875
443	0.171935
444	0.170487
445	0.16946
446	0.168406
447	0.167726
448	0.166171
449	0.164964
450	0.163435
451	0.16187
452	0.160374
453	0.159739
454	0.158263
455	0.157823
456	0.157324
457	0.156308
458	0.15499
459	0.154394
460	0.1538
461	0.152323
462	0.150914
463	0.149519
464	0.148895
465	0.148248
466	0.146876
467	0.145517
468	0.145056
469	0.14431
470	0.142977
471	0.142625
472	0.141308
473	0.140753
474	0.140177
475	0.139062
476	0.138482
477	0.138105
478	0.137041
479	0.136659
480	0.136081
481	0.135485
482	0.134592
483	0.134019
484	0.132746
485	0.13146
486	0.130925
487	0.129716
488	0.129391
489	0.129028
490	0.128442
491	0.127252
492	0.126645
493	0.126187
494	0.125554
495	0.125471
496	0.124311
497	0.123856
498	0.122713
499	0.122517
500	0.121387
501	0.120955
502	0.120503
503	0.120026
504	0.118917
505	0.118616
506	0.117706
507	0.116645
508	0.115568
509	0.114502
510	0.113447
511	0.112545
512	0.111466
513	0.110452
514	0.10943
515	0.108349
516	0.107354
517	0.106369
518	0.105378
519	0.105017
520	0.104067
521	0.103094
522	0.102948
523	0.102779
524	0.102005
525	0.101819
526	0.100886
527	0.0999619
528	0.099764
529	0.0994246
530	0.0988409
531	0.0979363
532	0.0976492
533	0.096762
534	0.09647
535	0.0956144
536	0.0947282
537	0.0945946
538	0.0937307
539	0.0935798
540	0.0927248
541	0.0925457
542	0.092344
543	0.0921162
544	0.0917924
545	0.0915231
546	0.0915817
547	0.0907446
548	0.0905499
549	0.0897243
550	0.0894107
551	0.0886165
552	0.0883618
553	0.0879629
554	0.0878048
555	0.0870039
556	0.0867862
557	0.0865609
558	0.0863216
559	0.0860663
560	0.0855682
561	0.084784
562	0.0846865
563	0.0839986
564	0.0838822
565	0.08374
566	0.0829758
567	0.0828012
568	0.0820454
569	0.0812968
570	0.0810762
571	0.0809507
572	0.0808456
573	0.0807353
574	0.0805738
575	0.0803988
576	0.0802073
577	0.0799987
578	0.0792685
579	0.0788624
580	0.0781064
581	0.0779443
582	0.0772353
583	0.0765334
584	0.0763858
585	0.0758078
586	0.075634
587	0.0755196
588	0.0753135
589	0.0751678
590	0.0749386
591	0.0742556
